Title,Source,DOI,Year,Authenticus DT,WOS:000070984900003,Authenticus ID,Institution,NUTS II
Paracentrotus lividus (Echinodermata: Echinoidea) attachment force and burrowing behavior in rocky shores of SW Portugal,ECHINODERM RESEARCH 2010: PROCEEDINGS OF THE SEVENTH EUROPEAN CONFERENCE ON ECHINODERMS,NULL,2012,Proceedings Paper,WOS:000346130200020,P-00N-DYW,Universidade de Évora,ALENTEJO
Growth rate variation of the stalked barnacle Pollicipes pollicipes (Crustacea: Cirripedia) using calcein as a chemical marker,SCIENTIA MARINA,10.3989/scimar.04135.08b,2015,Article,WOS:000350869600010,P-00A-8F2,Universidade de Évora,ALENTEJO
Indicators of movement and space use for two co-occurring invasive crayfish species,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2015.01.019,2015,Article,WOS:000352661900020,P-00A-80X,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA; NORTE
Determination of Priority Study Areas for Coupling CO2 Storage and CH4 Gas Hydrates Recovery in the Portuguese Offshore Area,ENERGIES,10.3390/en80910276,2015,Article,WOS:000362553000065,P-00G-S9E,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA
"The state of the fishery, conservation and management of the stalked barnacle Pollicipes pollicipes in Portugal",MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2015.10.005,2015,Article,WOS:000367021700010,P-00J-Z9K,Universidade de Évora,ALENTEJO
Spatial and temporal variation of kelp forests and associated macroalgal assemblages along the Portuguese coast,MARINE AND FRESHWATER RESEARCH,10.1071/mf14318,2016,Article,WOS:000367259300013,P-00J-YS9,Universidade de Évora,ALENTEJO; NORTE
"Factors determining active dispersal capacity of adult Chinese mitten crab Eriocheir sinensis (Decapoda, Varunidae)",HYDROBIOLOGIA,10.1007/s10750-015-2518-4,2016,Article,WOS:000369001000025,P-00K-4M6,Universidade de Évora,ALENTEJO
"Modulation of gregarious settlement of the stalked barnacle, Pollicipes pollicipes: a laboratory study",SCIENTIA MARINA,10.3989/scimar.04342.01a,2016,Article,WOS:000378537300008,P-00N-DKS,Universidade de Évora,ALENTEJO
Predicting Pollicipes pollicipes (Crustacea: Cirripedia) abundance on intertidal rocky shores of SW Portugal: a multi-scale approach based on a simple fetch-based wave exposure index,SCIENTIA MARINA,10.3989/scimar.04330.27a,2016,Article,WOS:000378537300009,P-00N-DKT,Universidade de Évora,ALENTEJO
Structural and Functional Composition of Benthic Nematode Assemblages During a Natural Recovery Process of Zostera noltii Seagrass Beds,ESTUARIES AND COASTS,10.1007/s12237-016-0086-0,2016,Article,WOS:000380268400013,P-00K-B8J,Universidade de Évora,ALENTEJO
Occurrence of plastic debris in the stomach of the invasive crab Eriocheir sinensis,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2016.09.059,2016,Article,WOS:000390734600057,P-00M-BPM,Universidade de Évora,ALENTEJO
MORPHOLOGICAL EVOLUTION OF THE OBIDOS LAGOON,JOURNAL OF COASTAL RESEARCH,NULL,1992,Article,WOS:A1992KX28700012,P-001-PHH,Universidade de Évora,ALENTEJO
"GROWTH OF POLLICIPES-POLLICIPES (GMELIN, 1790) (CIRRIPEDIA, LEPADOMORPHA) ON THE SW COAST OF PORTUGAL",CRUSTACEANA,10.1163/156854093x00522,1993,Article,WOS:A1993LV13900003,P-001-MPC,Universidade de Évora,ALENTEJO
"Mercury levels in the feathers of breeding seabirds in the Seychelles, western Indian Ocean, from 1996 to 2005",EMU,10.1071/mu09055,2010,Article,WOS:000274851300012,P-003-APC,Universidade de Coimbra; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Salinisphaera shabanensis gen. nov., sp nov., a novel, moderately halophilic bacterium from the brine-seawater interface of the Shaban Deep, Red Sea",EXTREMOPHILES,10.1007/s00792-002-0292-5,2003,Article,WOS:000181259200004,P-000-HVM,Universidade de Coimbra; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Overview of integrative tools and methods in assessing ecological integrity in estuarine and coastal systems worldwide,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2008.07.005,2008,Review,WOS:000259768100014,P-003-WNY,Universidade de Coimbra; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Latest Pliensbachian -Early Toarcian brachiopod assemblages from the Peniche section (Portugal) and their correlation,EPISODES,NULL,2015,Article,WOS:000353869200001,P-00G-44W,Universidade de Coimbra; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Reproductive measures and chick provisioning of Cory's Shearwater Calonectris diomedea borealis in the Azores,BIRD STUDY,10.1080/00063650309461289,2003,Article,WOS:000181691000007,P-000-HFS,Universidade de Coimbra; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
"Diet and foraging ecology of Roseate Terns and Lesser Noddies breeding sympatrically on Aride Island, Seychelles",WATERBIRDS,10.1675/1524-4695(2008)31[231:dafeor]2.0.co;2,2008,Article,WOS:000258481800008,P-003-Z87,Universidade de Coimbra; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
Size-dependent variations on the nutritional pathway of Bathymodiolus azoricus demonstrated by a C-flux model,ECOLOGICAL MODELLING,10.1016/j.ecolmodel.2008.05.008,2008,Article,WOS:000258811600005,P-003-W4G,Universidade de Coimbra; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
Herb-drug interaction of Fucus vesiculosus extract and amiodarone in rats: A potential risk for reduced bioavailability of amiodarone in clinical practice,FOOD AND CHEMICAL TOXICOLOGY,10.1016/j.fct.2012.11.012,2013,Article,WOS:000314482300016,P-002-0QY,Universidade de Coimbra; Universidade dos Açores,CENTRO
"A ten year study of variation, trends and seasonality of a shorebird community in the Mondego estuary, Portugal",WATERBIRDS,10.1675/1524-4695(2005)028[0008:atysov]2.0.co;2,2005,Article,WOS:000227825300002,P-000-4NQ,Universidade de Coimbra; Universidade do Porto; Universidade de Trás-os-Montes e Alto Douro,CENTRO; NORTE
Kinetics of Mercury Accumulation and Elimination in Edible Glass Eel (Anguilla anguilla) and Potential Health Public Risks,WATER AIR AND SOIL POLLUTION,10.1007/s11270-015-2431-5,2015,Article,WOS:000368536100021,P-00G-BFY,Universidade de Coimbra; Universidade do Porto; Universidade de Aveiro,CENTRO; NORTE
"Toxicity of sodium molybdate and sodium dichromate to Daphnia magna Straus evaluated in acute, chronic, and acetylcholinesterase inhibition tests",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1006/eesa.1999.1889,2000,Article,WOS:000085820100008,P-001-0N6,Universidade de Coimbra; Universidade do Porto,AREA METROPOLITANA DE LISBOA; CENTRO; NORTE
Lactate dehydrogenase activity as an effect criterion in toxicity tests with Daphnia magna straus,CHEMOSPHERE,10.1016/s0045-6535(01)00029-7,2001,Article,WOS:000171451900017,P-000-STR,Universidade de Coimbra; Universidade do Porto,AREA METROPOLITANA DE LISBOA; CENTRO; NORTE
"Albidovulum inexpectatum gen. nov., sp nov., a nonphotosynthetic and slightly thermophilic bacterium from a marine hot spring that is very closely related to members of the photosynthetic genus Rhodovulum",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,10.1128/aem.68.9.4266-4273.2002,2002,Article,WOS:000177718000014,P-000-N1T,Universidade de Coimbra; Universidade do Porto,CENTRO; NORTE
An in situ bioassay integrating individual and biochemical responses using small fish species,ECOTOXICOLOGY,10.1007/s10646-003-4427-y,2004,Article,WOS:000226285500006,P-000-87C,Universidade de Coimbra; Universidade do Porto,CENTRO; NORTE
Freshwater-saltwater interface and estuarine sediment in situ assays based on post-exposure feeding of chironomids and polychaetes,ESTUARIES,10.1007/bf02732864,2005,Article,WOS:000229274000012,P-000-3ZA,Universidade de Coimbra; Universidade do Porto,CENTRO; NORTE
Short-term sublethal in situ toxicity assay with Hediste diversicolor (polychaeta) for estuarine sediments based on postexposure feeding,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,10.1897/04-473r1.1,2005,Article,WOS:000230873400023,P-000-21F,Universidade de Coimbra; Universidade do Porto,CENTRO; NORTE
An in situ postexposure feeding assay with Carcinus maenas for estuarine sediment-overlying water toxicity evaluations,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2005.05.004,2006,Article,WOS:000235701100013,P-004-PK4,Universidade de Coimbra; Universidade do Porto,CENTRO; NORTE
"Multi-year comparisons of fish recruitment, growth and production in two drought-affected Iberian estuaries",MARINE AND FRESHWATER RESEARCH,10.1071/mf10002,2010,Article,WOS:000285208600006,P-003-BWW,Universidade de Coimbra; Universidade do Porto,CENTRO; NORTE
Contribution to the preservation of healthy coastal ecosystems,"WATER POLLUTION VIII: MODELLING, MONITORING AND MANAGEMENT",10.2495/wp060021,2006,Proceedings Paper,WOS:000242618600002,P-004-QWH,Universidade de Coimbra; Universidade do Minho,CENTRO; NORTE
"Spatial and temporal dynamics of Corbicula fluminea (Muller, 1774) in relation to environmental variables in the Mondego Estuary (Portugal)",JOURNAL OF MOLLUSCAN STUDIES,10.1093/mollus/eyt026,2013,Article,WOS:000326379600003,P-008-JCF,Universidade de Coimbra; Universidade do Minho,CENTRO; NORTE
Importance of marine prey to growth of estuarine tern chicks: evidence from an energetic balance model,ARDEA,NULL,2006,Article,WOS:000242439200009,P-004-HBT,Universidade de Coimbra; Universidade do Algarve; Universidade de Lisboa,ALGARVE; AREA METROPOLITANA DE LISBOA; CENTRO
Feeding ecology of the deep-sea lanternshark Etmopterus pusillus (Elasmobranchii: Etmopteridae) in the northeast Atlantic,SCIENTIA MARINA,10.3989/scimar.03540.07b,2012,Article,WOS:000305344200011,P-002-9CW,Universidade de Coimbra; Universidade do Algarve; Universidade de Lisboa,ALGARVE; AREA METROPOLITANA DE LISBOA; CENTRO
Tidal inlet function: Field evidence and numerical simulation in the INDIA project,JOURNAL OF COASTAL RESEARCH,NULL,2003,Article,WOS:000182374100016,P-000-E9P,Universidade de Coimbra; Universidade do Algarve,ALGARVE; AREA METROPOLITANA DE LISBOA; CENTRO
Influence of environmental factors and energetic value of food on Little Tern Sterna albifrons chick growth and food delivery,BIRD STUDY,NULL,2006,Article,WOS:000235734800001,P-004-MW2,Universidade de Coimbra; Universidade do Algarve,ALGARVE; CENTRO
Foraging habitat selection by Little Terns Sternula albifrons in an estuarine lagoon system of southern Portugal,IBIS,10.1111/j.1474-919x.2007.00722.x,2008,Article,WOS:000252207300003,P-004-3EE,Universidade de Coimbra; Universidade do Algarve,ALGARVE; CENTRO
Beach morphodynamic impact on a macrobenthic community along a subtidal depth gradient,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps07040,2007,Article,WOS:000252795600011,P-004-DW1,Universidade de Coimbra; Universidade do Algarve,ALGARVE; CENTRO
Coastal vulnerability in barrier islands: The high risk areas of the Ria Formosa (Portugal) system,OCEAN & COASTAL MANAGEMENT,10.1016/j.ocecoaman.2010.06.004,2010,Article,WOS:000281348600008,P-003-4J4,Universidade de Coimbra; Universidade do Algarve,ALGARVE; CENTRO
Cardiomyocyte H9c2 cells present a valuable alternative to fish lethal testing for azoxystrobin,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2015.08.026,2015,Article,WOS:000366235700076,P-00G-JH3,Universidade de Coimbra; Universidade do Algarve,ALGARVE; CENTRO
Influence of macroalgal mats on abundance and distribution of dunlin Calidris alpina in estuaries: a long-term approach,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps323011,2006,Article,WOS:000241921700002,P-004-Q8Z,Universidade de Coimbra; Universidade de Trás-os-Montes e Alto Douro,CENTRO; NORTE
Optical dating of clastic deposits generated by an extreme marine coastal flood: The 1755 tsunami deposits in the Algarve (Portugal),QUATERNARY GEOCHRONOLOGY,10.1016/j.quageo.2009.09.004,2010,Article,WOS:000276666900047,P-003-846,Universidade de Coimbra; Universidade de Lisboa; Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA; CENTRO
"Climate influence on juvenile European sea bass (Dicentrarchus labrax, L.) populations in an estuarine nursery: A decadal overview",MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2016.09.011,2016,Article,WOS:000389098500010,P-00M-983,Universidade de Coimbra; Universidade de Lisboa; Universidade de Aveiro,AREA METROPOLITANA DE LISBOA; CENTRO
FLIGHT MORPHOLOGY AND FORAGING BEHAVIOR OF MALE AND FEMALE CORY'S SHEARWATERS,CONDOR,10.1525/cond.2009.090008,2009,Article,WOS:000270854600003,P-003-GY3,Universidade de Coimbra; Universidade de Lisboa; Instituto Superior de Psicologia Aplicada,AREA METROPOLITANA DE LISBOA; CENTRO
Parent-offspring dietary segregation of Cory's shearwaters breeding in contrasting environments,MARINE BIOLOGY,10.1007/s00227-012-1900-2,2012,Article,WOS:000303472100003,P-002-9TH,Universidade de Coimbra; Universidade de Lisboa; Instituto Superior de Psicologia Aplicada,AREA METROPOLITANA DE LISBOA; CENTRO
Use the backbone of your samples: fish vertebrae reduces biases associated with otoliths in seabird diet studies,JOURNAL OF ORNITHOLOGY,10.1007/s10336-013-0970-3,2013,Article,WOS:000323930500029,P-006-9BA,Universidade de Coimbra; Universidade de Lisboa; Instituto Superior de Psicologia Aplicada,AREA METROPOLITANA DE LISBOA; CENTRO
An holistic ecological analysis of the diet of Cory's shearwaters using prey morphological characters and DNA barcoding,MOLECULAR ECOLOGY,10.1111/mec.12785,2014,Article,WOS:000339487300011,P-009-MP0,Universidade de Coimbra; Universidade de Lisboa; Instituto Superior de Psicologia Aplicada,AREA METROPOLITANA DE LISBOA; CENTRO
"The fish assemblage of the Mondego estuary: composition, structure and trends over the past two decades",HYDROBIOLOGIA,10.1007/s10750-007-0688-4,2007,Article,WOS:000247413500025,P-004-8ER,Universidade de Coimbra; Universidade de Lisboa; Instituto Português do Mar e da Atmosfera,AREA METROPOLITANA DE LISBOA; CENTRO
"Biology, population dynamics and secondary production of the green crab Carcinus maenas (L.) in a temperate estuary",ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2005.05.004,2005,Article,WOS:000232643700004,P-000-11Y,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Feeding ecology, population structure and distribution of Pomatoschistus microps (Kroyer, 1838) and Pomatoschistus minutus (Pallas, 1770) in a temperate estuary, Portugal",ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2005.08.012,2006,Article,WOS:000234792800024,P-004-PM0,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Feeding ecology of the green crab, Carcinus maenas (L., 1758) in a temperate Estuary, Portugal",CRUSTACEANA,10.1163/156854006778859506,2006,Article,WOS:000243470400003,P-004-G7M,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"The use of nursery areas by juvenile fish in a temperate estuary, Portugal",HYDROBIOLOGIA,10.1007/s10750-007-0689-3,2007,Article,WOS:000247413500026,P-004-8ES,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Strategies of Pomatoschistus minutus and Pomatoschistus microps to cope with environmental instability,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2007.04.016,2007,Article,WOS:000247907900024,P-004-8AX,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
The influence of an extreme drought event in the fish community of a southern Europe temperate estuary,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2007.05.040,2007,Article,WOS:000251521000011,P-004-5YA,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Estuarine colonization, population structure and nursery functioning for 0-group sea bass (Dicentrarchus labrax), flounder (Platichthys flesus) and sole (Solea solea) in a mesotidal temperate estuary",JOURNAL OF APPLIED ICHTHYOLOGY,10.1111/j.1439-0426.2007.01049.x,2008,Article,WOS:000255714400002,P-003-YZQ,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Estuarine production of resident and nursery fish species: Conditioning by drought events?,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2007.11.021,2008,Article,WOS:000255725900006,P-003-YRA,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Feeding patterns of the dominant benthic and demersal fish community in a temperate estuary,JOURNAL OF FISH BIOLOGY,10.1111/j.1095-8649.2008.01856.x,2008,Article,WOS:000257625400005,P-003-Z0Q,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Assessing estuarine environmental quality using fish-based indices: Performance evaluation under climatic instability,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2008.07.020,2008,Article,WOS:000261362200015,P-003-V9B,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Environmental effects on the recruitment variability of nursery species,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2009.04.024,2009,Article,WOS:000268743800009,P-003-GZ7,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Effects of freshwater flow on the fish assemblage of the Mondego estuary (Portugal): comparison between drought and non-drought years,MARINE AND FRESHWATER RESEARCH,10.1071/mf09174,2010,Article,WOS:000277081000011,P-003-BWT,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Does the flatfish community of the Mondego estuary (Portugal) reflect environmental changes?,JOURNAL OF APPLIED ICHTHYOLOGY,10.1111/j.1439-0426.2010.01486.x,2010,Article,WOS:000284171500003,P-003-0KF,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Update of the carbon and oxygen isotopic records of the Early-Late Pliensbachian (Early Jurassic, similar to 187 Ma): Insights from the organic-rich hemipelagic series of the Lusitanian Basin (Portugal)",CHEMICAL GEOLOGY,10.1016/j.chemgeo.2011.01.010,2011,Article,WOS:000289822000007,P-002-SBN,Universidade de Coimbra; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
